Transaction_ID,Customer_ID,Transaction_Amount,Transaction_Type,Transaction_Date,Merchant_Category,Location,Device_Type,Account_Balance,Transaction_Status,Fraud_Label
TXN567875,CUST102678,1472.69,Deposit,2024-09-03 14:47:00,Entertainment,Lucknow,ATM,14599.31,Success,0
TXN586368,CUST100142,1374.86,Credit,2024-09-03 14:48:00,Entertainment,Kochi,Mobile App,15266.93,Success,0
TXN529578,CUST102064,127.27,Online Payment,2024-09-03 14:48:00,Grocery,Kolkata,Mobile App,70613.19,Success,0
TXN582065,CUST102605,1295.19,Transfer,2024-09-03 14:50:00,Healthcare,Delhi,ATM,58104.13,Success,0
TXN505606,CUST102127,742.53,Credit,2024-09-03 14:54:00,ATM Withdrawal,Hyderabad,ATM,9696.9,Success,0
TXN567131,CUST100378,175.49,Withdrawal,2024-09-03 14:57:00,Money Transfer,Hyderabad,Mobile App,62023.76,Success,0
TXN608112,CUST101588,494.3,Debit,2024-09-03 15:00:00,Healthcare,Chennai,ATM,38668.99,Success,0
TXN537304,CUST100401,2377.1,Credit,2024-09-03 15:00:00,Money Transfer,Kochi,Web Browser,31112.56,Success,0
TXN530690,CUST101869,1851.91,Debit,2024-09-03 15:01:00,Entertainment,Delhi,Mobile App,38452.79,Success,0
TXN584690,CUST102769,751.9,Credit,2024-09-03 15:01:00,Grocery,New York,Mobile App,63880.68,Success,0
TXN610951,CUST102368,11627.47,Transfer,2024-09-03 15:03:00,Jewelry,Hyderabad,Mobile App,13469.84,Success,0
TXN616115,CUST102716,2884.6,Online Payment,2024-09-03 15:03:00,Online Shopping,Pune,POS Terminal,32944.13,Success,0
TXN580265,CUST100802,5968.92,Withdrawal,2024-09-03 15:05:00,Utilities,Kochi,Web Browser,19549.72,Success,0
TXN509252,CUST101737,188.94,Debit,2024-09-03 15:11:00,Healthcare,Bengaluru,Web Browser,0.0,Success,0
TXN564111,CUST102384,307.84,Credit,2024-09-03 15:11:00,Healthcare,Mumbai,POS Terminal,123004.45,Success,0
TXN518157,CUST101485,918.9,Credit,2024-09-03 15:11:00,Money Transfer,Mumbai,Mobile App,45724.61,Success,0
TXN546351,CUST101851,2654.92,Withdrawal,2024-09-03 15:12:00,Travel,Chennai,Web Browser,39309.55,Success,0
TXN612412,CUST102328,411.56,Credit,2024-09-03 15:14:00,Grocery,Ahmedabad,POS Terminal,78012.92,Pending,0
TXN542375,CUST100691,2594.33,Transfer,2024-09-03 15:16:00,Utilities,Kochi,Web Browser,32582.25,Success,0
TXN551942,CUST102699,2061.5,Debit,2024-09-03 15:16:00,Travel,Chandigarh,Web Browser,0.0,Success,0
TXN509953,CUST102852,1411.7,Transfer,2024-09-03 15:18:00,Utilities,Chandigarh,Mobile App,176572.72,Success,0
TXN524124,CUST101812,276.69,Online Payment,2024-09-03 15:20:00,Fuel,Lucknow,Web Browser,42456.28,Success,0
TXN521726,CUST102569,8709.7,Withdrawal,2024-09-03 15:23:00,Travel,New York,POS Terminal,14716.95,Success,0
TXN593418,CUST102336,1697.26,Withdrawal,2024-09-03 15:24:00,Entertainment,Chandigarh,Mobile App,19999.66,Success,0
TXN558748,CUST101798,317.68,Debit,2024-09-03 15:27:00,Fuel,Pune,POS Terminal,28914.8,Failed,0
TXN599128,CUST100266,354.55,Withdrawal,2024-09-03 15:27:00,Utilities,Chennai,Web Browser,19332.78,Success,0
TXN562884,CUST101535,739.7,Debit,2024-09-03 15:29:00,Fuel,Pune,Mobile App,330414.3,Success,0
TXN587494,CUST101860,4479.22,Online Payment,2024-09-03 15:30:00,Utilities,Ahmedabad,Mobile App,23501.94,Success,0
TXN548153,CUST100652,371.54,Credit,2024-09-03 15:30:00,Online Shopping,Jaipur,Mobile App,230386.65,Success,0
TXN539136,CUST100165,14792.44,Withdrawal,2024-09-03 15:31:00,Jewelry,Hyderabad,Web Browser,235319.9,Success,0
TXN609261,CUST101960,3363.7,Credit,2024-09-03 15:31:00,Utilities,Ahmedabad,POS Terminal,27982.48,Success,1
TXN543915,CUST102908,211.14,Transfer,2024-09-03 15:32:00,ATM Withdrawal,Kochi,Mobile App,22820.87,Success,0
TXN521828,CUST100535,1115.03,Online Payment,2024-09-03 15:32:00,Fuel,Bengaluru,Mobile App,130148.47,Success,0
TXN541893,CUST100538,2755.64,Debit,2024-09-03 15:33:00,Jewelry,Bengaluru,POS Terminal,30425.14,Success,0
TXN600020,CUST101871,385.21,Transfer,2024-09-03 15:33:00,Fuel,Kolkata,Mobile App,25021.4,Success,0
TXN513414,CUST101810,5649.05,Debit,2024-09-03 15:33:00,Entertainment,Dubai,Mobile App,32786.64,Success,0
TXN562283,CUST100648,345.91,Debit,2024-09-03 15:33:00,Entertainment,Jaipur,Web Browser,228028.75,Success,0
TXN558750,CUST102328,9655.95,Online Payment,2024-09-03 15:38:00,ATM Withdrawal,Ahmedabad,Mobile App,90839.99,Success,0
TXN546731,CUST102255,81.39,Transfer,2024-09-03 15:39:00,Restaurant,Pune,POS Terminal,37381.18,Success,0
TXN552444,CUST100414,932.29,Debit,2024-09-03 15:40:00,Grocery,Ahmedabad,Web Browser,41735.21,Success,0
TXN556852,CUST102309,8758.14,Withdrawal,2024-09-03 15:40:00,Electronics,Kochi,POS Terminal,75999.39,Success,0
TXN553004,CUST101705,1872.0,Deposit,2024-09-03 15:40:00,Online Shopping,London,Web Browser,24415.78,Success,0
TXN514106,CUST102147,681.2,Credit,2024-09-03 15:40:00,Fuel,New York,POS Terminal,17408.93,Success,0
TXN536564,CUST100273,841.28,Withdrawal,2024-09-03 15:42:00,ATM Withdrawal,Ahmedabad,Web Browser,50960.59,Success,0
TXN529048,CUST100205,484.04,Transfer,2024-09-03 15:43:00,Healthcare,Bengaluru,Phone Banking,70426.81,Success,0
TXN505304,CUST101426,3608.97,Deposit,2024-09-03 15:44:00,Online Shopping,London,Mobile App,208510.24,Success,0
TXN606966,CUST100378,6599.57,Debit,2024-09-03 15:47:00,Utilities,Hyderabad,Web Browser,66866.15,Success,0
TXN587458,CUST102549,4301.33,Online Payment,2024-09-03 15:52:00,Money Transfer,Chennai,Mobile App,38915.7,Success,0
TXN532007,CUST101528,951.0,Credit,2024-09-03 15:52:00,Grocery,Delhi,Mobile App,31371.48,Failed,0
TXN554840,CUST102098,2972.28,Online Payment,2024-09-03 15:53:00,Jewelry,Bengaluru,Mobile App,74927.32,Success,0
TXN542191,CUST102703,294.96,Online Payment,2024-09-03 15:54:00,Fuel,Chandigarh,ATM,47782.0,Success,0
TXN544013,CUST102308,1079.5,Online Payment,2024-09-03 15:57:00,Restaurant,Chandigarh,Mobile App,24124.86,Success,0
TXN556305,CUST102450,233.81,Deposit,2024-09-03 15:58:00,Entertainment,Jaipur,Mobile App,54274.41,Success,0
TXN597610,CUST102029,508.8,Debit,2024-09-03 15:59:00,Entertainment,Ahmedabad,Web Browser,47233.18,Success,0
TXN555824,CUST101078,4000.88,Transfer,2024-09-03 16:01:00,Jewelry,Ahmedabad,POS Terminal,43910.62,Success,0
TXN600507,CUST100544,6189.32,Withdrawal,2024-09-03 16:02:00,Fuel,Delhi,Web Browser,24409.18,Success,0
TXN511197,CUST102857,598.38,Credit,2024-09-03 16:07:00,Healthcare,Kolkata,Web Browser,105677.2,Success,0
TXN556067,CUST101296,421.88,Credit,2024-09-03 16:14:00,Online Shopping,Delhi,Web Browser,73055.63,Success,0
TXN526748,CUST102595,2271.21,Transfer,2024-09-03 16:17:00,Fuel,Kochi,ATM,27143.32,Success,0
TXN591771,CUST102113,295.55,Debit,2024-09-03 16:18:00,Electronics,Ahmedabad,Mobile App,81192.41,Success,0
TXN536094,CUST101411,4743.83,Withdrawal,2024-09-03 16:24:00,Restaurant,Dubai,POS Terminal,25402.69,Success,0
TXN541157,CUST102786,3021.48,Withdrawal,2024-09-03 16:30:00,Online Shopping,Jaipur,Web Browser,56047.71,Success,0
TXN572023,CUST102303,481.47,Debit,2024-09-03 16:34:00,Online Shopping,Pune,Web Browser,20169.4,Success,0
TXN598730,CUST100189,298.47,Deposit,2024-09-03 16:36:00,Entertainment,Lucknow,ATM,77678.01,Success,0
TXN526574,CUST102442,2777.57,Debit,2024-09-03 16:39:00,ATM Withdrawal,Bengaluru,Mobile App,83389.84,Success,0
TXN531582,CUST100072,1064.01,Transfer,2024-09-03 16:40:00,Utilities,Chandigarh,POS Terminal,23935.5,Success,0
TXN517293,CUST102101,7464.3,Online Payment,2024-09-03 16:41:00,Electronics,Delhi,Mobile App,92257.01,Success,0
TXN585466,CUST102258,174.73,Debit,2024-09-03 16:47:00,Utilities,Mumbai,POS Terminal,54367.14,Success,0
TXN510475,CUST101448,422.67,Online Payment,2024-09-03 16:47:00,Online Shopping,Ahmedabad,Web Browser,47853.12,Pending,0
TXN565073,CUST102932,858.71,Deposit,2024-09-03 16:48:00,Money Transfer,Ahmedabad,Web Browser,11433.22,Success,0
TXN608214,CUST101814,847.33,Transfer,2024-09-03 16:48:00,Grocery,Chandigarh,POS Terminal,4675.33,Failed,0
TXN595378,CUST101301,1873.6,Withdrawal,2024-09-03 16:48:00,Entertainment,Ahmedabad,POS Terminal,110485.45,Success,0
TXN553574,CUST102092,1029.94,Withdrawal,2024-09-03 16:50:00,Fuel,Ahmedabad,Web Browser,9754.88,Failed,0
TXN575069,CUST102015,403.37,Transfer,2024-09-03 16:50:00,Fuel,New York,POS Terminal,30563.48,Success,0
TXN596776,CUST102740,2259.41,Deposit,2024-09-03 16:51:00,Jewelry,Delhi,Mobile App,24043.86,Success,0
TXN521665,CUST102880,1012.74,Online Payment,2024-09-03 16:52:00,Electronics,Bengaluru,Web Browser,82288.09,Success,0
TXN529642,CUST100905,764.44,Credit,2024-09-03 16:55:00,Restaurant,Jaipur,Web Browser,30288.92,Success,0
TXN608948,CUST100286,2374.02,Debit,2024-09-03 16:59:00,Healthcare,Lucknow,Web Browser,87529.03,Success,0
TXN540973,CUST102806,753.73,Withdrawal,2024-09-03 17:00:00,Online Shopping,Hyderabad,ATM,103964.29,Success,0
TXN516768,CUST102989,1640.67,Credit,2024-09-03 17:03:00,Online Shopping,Ahmedabad,Web Browser,411630.09,Success,0
TXN549978,CUST102368,1072.11,Withdrawal,2024-09-03 17:05:00,Fuel,Hyderabad,Web Browser,14366.98,Failed,0
TXN578718,CUST102075,1326.22,Withdrawal,2024-09-03 17:06:00,Grocery,Pune,Web Browser,13880.46,Success,0
TXN562481,CUST100221,771.02,Withdrawal,2024-09-03 17:07:00,Restaurant,Bengaluru,Mobile App,25862.84,Success,0
TXN539505,CUST101439,2817.15,Online Payment,2024-09-03 17:08:00,Grocery,London,POS Terminal,4894.33,Success,0
TXN550113,CUST101113,416.38,Credit,2024-09-03 17:10:00,Fuel,Kochi,ATM,29873.35,Success,0
TXN555971,CUST102985,10196.46,Credit,2024-09-03 17:11:00,Healthcare,Chennai,Web Browser,52072.75,Success,0
TXN517732,CUST100473,18359.92,Online Payment,2024-09-03 17:11:00,Jewelry,Delhi,Mobile App,70556.4,Success,0
TXN601559,CUST100970,950.02,Credit,2024-09-03 17:12:00,Fuel,Chennai,Web Browser,25995.41,Success,0
TXN601829,CUST100580,5568.38,Credit,2024-09-03 17:12:00,Money Transfer,Delhi,Mobile App,97828.86,Success,0
TXN548656,CUST100360,362.73,Debit,2024-09-03 17:20:00,Grocery,Kochi,Phone Banking,58088.35,Success,0
TXN610919,CUST101542,7105.99,Withdrawal,2024-09-03 17:20:00,Electronics,Hyderabad,Mobile App,57806.44,Success,0
TXN543507,CUST102803,527.66,Deposit,2024-09-03 17:30:00,Utilities,Ahmedabad,Mobile App,56174.45,Success,0
TXN606978,CUST101008,4131.11,Debit,2024-09-03 17:33:00,Entertainment,Lucknow,Web Browser,19032.83,Success,0
TXN613602,CUST102989,1591.45,Online Payment,2024-09-03 17:33:00,Healthcare,Ahmedabad,Mobile App,415969.52,Pending,0
TXN546461,CUST102624,6935.34,Debit,2024-09-03 17:35:00,ATM Withdrawal,Ahmedabad,Web Browser,56868.55,Success,0
TXN514291,CUST101556,5752.73,Withdrawal,2024-09-03 17:35:00,Utilities,Kochi,POS Terminal,27648.98,Success,0
TXN513534,CUST100784,5421.33,Online Payment,2024-09-03 17:36:00,Healthcare,London,Web Browser,58531.91,Success,0
TXN518270,CUST101689,429.14,Deposit,2024-09-03 17:44:00,Online Shopping,Hyderabad,Mobile App,53451.56,Success,0
TXN524038,CUST100496,3552.54,Debit,2024-09-03 17:44:00,Healthcare,Kolkata,Web Browser,69855.27,Success,0
TXN593002,CUST101065,18709.62,Credit,2024-09-03 17:52:00,Travel,Dubai,Mobile App,20813.26,Success,0
TXN573719,CUST102505,1460.21,Deposit,2024-09-03 18:00:00,Healthcare,Mumbai,POS Terminal,48752.51,Success,0
TXN615828,CUST102488,10677.82,Transfer,2024-09-03 18:11:00,Healthcare,Delhi,Web Browser,12526.85,Success,0
TXN594765,CUST100975,1236.32,Withdrawal,2024-09-03 18:22:00,Restaurant,Ahmedabad,POS Terminal,15001.13,Success,0
TXN537996,CUST101326,4266.84,Transfer,2024-09-03 18:30:00,Travel,Chennai,Web Browser,22987.49,Success,0
TXN556995,CUST101952,2212.95,Debit,2024-09-03 18:31:00,Healthcare,Lucknow,Mobile App,18496.73,Failed,0
TXN585695,CUST102817,3646.07,Withdrawal,2024-09-03 18:31:00,Money Transfer,Ahmedabad,Mobile App,48978.15,Success,0
TXN618599,CUST100687,3801.39,Transfer,2024-09-03 18:32:00,Grocery,Singapore,Mobile App,49636.59,Success,0
TXN608382,CUST100400,1564.86,Debit,2024-09-03 18:37:00,Utilities,Chennai,Mobile App,30040.8,Success,0
TXN531714,CUST101999,1408.25,Online Payment,2024-09-03 18:46:00,Grocery,Pune,Mobile App,166547.84,Success,0
TXN531535,CUST101714,931.65,Online Payment,2024-09-03 18:48:00,ATM Withdrawal,Chennai,POS Terminal,23402.24,Success,0
TXN598077,CUST100461,21532.88,Transfer,2024-09-03 18:55:00,Money Transfer,Delhi,Web Browser,70882.94,Success,0
TXN606697,CUST100247,197.97,Debit,2024-09-03 18:56:00,Utilities,Kolkata,Web Browser,16854.82,Success,0
TXN509262,CUST101669,4235.59,Credit,2024-09-03 18:57:00,Online Shopping,Chandigarh,Mobile App,32448.42,Success,0
TXN589722,CUST102596,2000.74,Online Payment,2024-09-03 18:58:00,Restaurant,Delhi,Web Browser,41973.94,Failed,0
TXN503391,CUST100906,476.25,Credit,2024-09-03 18:58:00,Utilities,Pune,Web Browser,25877.94,Success,0
TXN596667,CUST101279,1066.29,Credit,2024-09-03 19:11:00,Online Shopping,Ahmedabad,POS Terminal,54533.36,Success,0
TXN536660,CUST100580,666.25,Deposit,2024-09-03 19:15:00,Grocery,New York,Web Browser,93242.83,Success,0
TXN574884,CUST101920,888.52,Withdrawal,2024-09-03 19:29:00,Fuel,Pune,ATM,10631.29,Success,0
TXN615350,CUST102914,305.47,Debit,2024-09-03 19:29:00,Fuel,Kolkata,POS Terminal,125066.88,Success,0
TXN603440,CUST102347,4129.73,Online Payment,2024-09-03 19:30:00,Entertainment,Chandigarh,Mobile App,20130.4,Pending,0
TXN560001,CUST101765,8908.26,Online Payment,2024-09-03 19:33:00,ATM Withdrawal,Mumbai,Mobile App,108224.55,Failed,0
TXN545165,CUST100039,1942.9,Online Payment,2024-09-03 19:34:00,Healthcare,Jaipur,Web Browser,40734.82,Success,0
TXN576298,CUST100941,3244.7,Debit,2024-09-03 19:42:00,Entertainment,Chandigarh,Phone Banking,11138.82,Failed,0
TXN525987,CUST100656,1127.27,Debit,2024-09-03 19:43:00,Healthcare,Chandigarh,Web Browser,18065.49,Success,0
TXN613577,CUST101232,1038.87,Transfer,2024-09-03 19:45:00,Electronics,Jaipur,POS Terminal,48860.45,Success,0
TXN508046,CUST100644,5224.35,Deposit,2024-09-03 19:47:00,Travel,Ahmedabad,Mobile App,35699.45,Success,0
TXN585648,CUST102471,2281.46,Debit,2024-09-03 19:48:00,Jewelry,Chandigarh,Mobile App,44026.07,Success,1
TXN556130,CUST102331,815.3,Deposit,2024-09-03 19:59:00,Entertainment,Hyderabad,POS Terminal,17068.11,Success,0
TXN539538,CUST100278,15014.88,Debit,2024-09-03 20:21:00,Grocery,Kochi,Mobile App,38270.78,Success,0
TXN513431,CUST102665,2416.02,Deposit,2024-09-03 20:21:00,Utilities,Chandigarh,ATM,53589.05,Success,0
TXN527785,CUST100055,215.91,Credit,2024-09-03 20:26:00,Entertainment,Lucknow,Web Browser,52247.42,Success,0
TXN584711,CUST101306,1940.12,Debit,2024-09-03 20:38:00,Healthcare,Ahmedabad,Web Browser,53203.56,Success,0
TXN523301,CUST101248,1780.4,Credit,2024-09-03 20:39:00,Restaurant,Kochi,Web Browser,41402.84,Success,0
TXN541889,CUST101960,3431.47,Transfer,2024-09-03 20:50:00,Utilities,Ahmedabad,Mobile App,19708.21,Success,0
TXN549210,CUST101837,108.99,Debit,2024-09-03 21:03:00,Restaurant,Kolkata,Mobile App,47225.81,Success,0
TXN594163,CUST102661,2240.86,Credit,2024-09-03 21:40:00,Electronics,Hyderabad,ATM,51703.72,Success,0
TXN586883,CUST101937,469.24,Withdrawal,2024-09-03 21:53:00,Grocery,Ahmedabad,ATM,11986.03,Success,0
TXN578632,CUST101477,1442.12,Credit,2024-09-03 22:12:00,Money Transfer,New York,Mobile App,132850.75,Success,0
TXN505486,CUST102886,495.93,Online Payment,2024-09-03 22:19:00,Entertainment,Dubai,POS Terminal,52198.0,Success,0
TXN613731,CUST101383,690.71,Transfer,2024-09-03 22:21:00,Entertainment,New York,Web Browser,59692.22,Success,0
TXN554217,CUST101730,2446.22,Online Payment,2024-09-03 22:23:00,Entertainment,Kochi,Web Browser,15023.26,Success,0
TXN513400,CUST100564,18923.76,Debit,2024-09-03 22:26:00,Online Shopping,Jaipur,ATM,95305.75,Success,0
TXN572051,CUST101726,91.98,Online Payment,2024-09-03 22:41:00,Restaurant,Hyderabad,Mobile App,17402.63,Success,0
TXN603316,CUST101644,1118.95,Deposit,2024-09-03 23:12:00,Entertainment,Bengaluru,Web Browser,7146.17,Success,0
TXN515808,CUST102511,5780.94,Online Payment,2024-09-03 23:14:00,Money Transfer,Kolkata,Web Browser,99368.44,Success,0
TXN557529,CUST102212,2624.58,Withdrawal,2024-09-03 23:48:00,Electronics,Chandigarh,Mobile App,32809.77,Pending,0
TXN573572,CUST100950,5820.0,Deposit,2024-09-03 23:51:00,Online Shopping,Pune,POS Terminal,112468.55,Success,0
TXN525627,CUST102639,1215.73,Credit,2024-09-03 23:57:00,Grocery,Bengaluru,Web Browser,15755.76,Success,0
TXN553339,CUST101002,1467.56,Online Payment,2024-09-04 02:48:00,Travel,Delhi,POS Terminal,40434.06,Success,0
TXN594468,CUST101009,895.73,Transfer,2024-09-04 03:39:00,Fuel,Kolkata,Web Browser,18268.02,Success,0
TXN572648,CUST101257,529.07,Debit,2024-09-04 04:23:00,Utilities,Chandigarh,Mobile App,93290.65,Success,0
TXN521866,CUST100586,9384.55,Credit,2024-09-04 04:41:00,Healthcare,Bengaluru,Mobile App,71206.89,Success,0
TXN616847,CUST100089,2684.19,Debit,2024-09-04 05:13:00,Grocery,Pune,ATM,52325.75,Success,0
TXN561446,CUST100543,612.89,Online Payment,2024-09-04 05:40:00,ATM Withdrawal,New York,Mobile App,0.0,Success,0
TXN619123,CUST100659,1576.41,Transfer,2024-09-04 05:55:00,Money Transfer,Kolkata,Web Browser,186989.95,Success,0
TXN522105,CUST100122,61929.6,Credit,2024-09-04 06:16:00,Money Transfer,Delhi,POS Terminal,11684.65,Success,0
TXN513048,CUST101127,1091.32,Withdrawal,2024-09-04 06:28:00,Utilities,Jaipur,Web Browser,44770.26,Success,0
TXN531664,CUST101550,371.18,Debit,2024-09-04 06:32:00,Entertainment,Delhi,Web Browser,46767.91,Success,0
TXN587016,CUST100531,1096.89,Transfer,2024-09-04 07:13:00,Online Shopping,Jaipur,Mobile App,52721.18,Pending,0
TXN568085,CUST100984,1498.51,Credit,2024-09-04 07:14:00,Healthcare,Delhi,POS Terminal,23486.77,Success,0
TXN608290,CUST101597,769.08,Online Payment,2024-09-04 07:16:00,ATM Withdrawal,Bengaluru,Mobile App,89392.25,Success,0
TXN541679,CUST101165,741.56,Transfer,2024-09-04 07:49:00,Restaurant,Chandigarh,Web Browser,58332.24,Success,0
TXN523417,CUST101857,2082.14,Withdrawal,2024-09-04 07:59:00,,Chennai,Mobile App,7649.31,Success,0
TXN506013,CUST100970,465.87,Withdrawal,2024-09-04 08:06:00,Grocery,Chennai,Web Browser,28327.41,Success,0
TXN566149,CUST101798,3679.79,Online Payment,2024-09-04 08:12:00,Online Shopping,Pune,POS Terminal,32125.95,Success,0
TXN585547,CUST101383,745.69,Debit,2024-09-04 08:32:00,Fuel,New York,Web Browser,51738.32,Success,0
TXN565217,CUST102129,1729.65,Debit,2024-09-04 08:35:00,Utilities,Mumbai,ATM,13517.95,Success,0
TXN538911,CUST101546,19873.84,Debit,2024-09-04 08:35:00,Jewelry,Chennai,Mobile App,53679.02,Success,0
TXN530440,CUST100377,10658.65,Credit,2024-09-04 08:36:00,Jewelry,Kolkata,ATM,23341.74,Success,0
TXN590469,CUST102753,3602.03,Credit,2024-09-04 08:44:00,Money Transfer,Delhi,Mobile App,143005.71,Success,0
TXN512829,CUST102122,1839.13,Online Payment,2024-09-04 08:49:00,Restaurant,Chennai,Web Browser,27042.58,Success,0
TXN515272,CUST102916,2525.65,Debit,2024-09-04 08:49:00,Jewelry,Chennai,Mobile App,37221.15,Success,0
TXN527606,CUST101303,1027.32,Deposit,2024-09-04 08:50:00,Fuel,Chennai,Mobile App,41006.86,Success,0
TXN559672,CUST102993,21132.59,Transfer,2024-09-04 08:58:00,Money Transfer,Pune,Mobile App,37866.04,Success,0
TXN523730,CUST102415,5897.04,Debit,2024-09-04 09:01:00,Electronics,Delhi,Mobile App,57469.86,Success,0
TXN567470,CUST101809,627.76,Debit,2024-09-04 09:04:00,Restaurant,Delhi,ATM,48708.9,Success,0
TXN610304,CUST102189,1110.87,Deposit,2024-09-04 09:09:00,Healthcare,Chandigarh,POS Terminal,30582.96,Success,0
TXN600149,CUST102957,1371.25,Transfer,2024-09-04 09:13:00,Travel,Mumbai,Mobile App,74168.44,Success,0
TXN513490,CUST101564,1105.14,Deposit,2024-09-04 09:15:00,Restaurant,Lucknow,Web Browser,0.0,Success,0
TXN597482,CUST100150,592.46,Withdrawal,2024-09-04 09:18:00,Grocery,Chandigarh,ATM,22944.22,Success,0
TXN524609,CUST102176,56475.49,Deposit,2024-09-04 09:19:00,Electronics,Kolkata,Mobile App,59037.67,Success,1
TXN563411,CUST102082,1040.71,Debit,2024-09-04 09:20:00,Money Transfer,Jaipur,Mobile App,38452.65,Success,0
TXN515372,CUST100434,5802.84,Debit,2024-09-04 09:25:00,Electronics,Mumbai,POS Terminal,29871.09,Success,0
TXN573617,CUST102703,766.84,Withdrawal,2024-09-04 09:47:00,Electronics,Chandigarh,Web Browser,54340.71,Failed,0
TXN505943,CUST101147,1815.95,Online Payment,2024-09-04 09:48:00,ATM Withdrawal,Chandigarh,POS Terminal,93962.05,Success,0
TXN509705,CUST102116,6817.55,Debit,2024-09-04 09:52:00,Jewelry,Chennai,POS Terminal,86503.87,Success,0
TXN567817,CUST101299,4119.15,Debit,2024-09-04 09:55:00,ATM Withdrawal,Hyderabad,Mobile App,13217.16,Success,0
TXN595458,CUST100071,1433.44,Online Payment,2024-09-04 09:59:00,,Kolkata,Mobile App,28702.17,Success,0
TXN612642,CUST102437,2409.91,Credit,2024-09-04 09:59:00,Money Transfer,Jaipur,Web Browser,77040.6,Success,0
TXN592069,CUST101077,2027.52,Deposit,2024-09-04 10:02:00,Restaurant,Pune,Mobile App,46365.14,Success,0
TXN589150,CUST100646,11612.08,Transfer,2024-09-04 10:03:00,Travel,Mumbai,Mobile App,4080.53,Success,0
TXN555003,CUST100274,7972.57,Online Payment,2024-09-04 10:03:00,Travel,Jaipur,Mobile App,42568.43,Success,0
TXN517680,CUST102462,8229.55,Deposit,2024-09-04 10:04:00,Electronics,Delhi,POS Terminal,64151.72,Success,0
TXN598514,CUST101919,425.76,Credit,2024-09-04 10:04:00,Fuel,Singapore,POS Terminal,232498.72,Success,0
TXN547662,CUST100490,991.25,Credit,2024-09-04 10:07:00,Fuel,Jaipur,Web Browser,17279.0,Success,0
TXN597762,CUST100975,168.03,Debit,2024-09-04 10:09:00,Grocery,Ahmedabad,Mobile App,12700.88,Success,0
TXN510834,CUST100719,355.99,Debit,2024-09-04 10:13:00,Entertainment,Kolkata,Mobile App,79686.98,Success,0
TXN539353,CUST101137,16104.25,Deposit,2024-09-04 10:18:00,ATM Withdrawal,Kolkata,Mobile App,27212.35,Success,1
TXN595240,CUST102461,2894.06,Transfer,2024-09-04 10:21:00,Electronics,Jaipur,Web Browser,48774.92,Success,0
TXN544749,CUST101918,1450.57,Online Payment,2024-09-04 10:25:00,Utilities,Ahmedabad,ATM,40844.2,Success,0
TXN520588,CUST100872,2832.36,Debit,2024-09-04 10:26:00,Jewelry,London,ATM,6023.47,Success,0
TXN568404,CUST101024,3726.37,Transfer,2024-09-04 10:27:00,Travel,Hyderabad,Mobile App,93453.96,Success,0
TXN535235,CUST102283,3847.6,Deposit,2024-09-04 10:28:00,Jewelry,Jaipur,ATM,19302.2,Success,0
TXN515999,CUST101643,14783.08,Debit,2024-09-04 10:29:00,Jewelry,Bengaluru,Phone Banking,11346.59,Success,0
TXN572963,CUST101412,1150.04,Credit,2024-09-04 10:30:00,ATM Withdrawal,Chandigarh,Mobile App,,Success,0
TXN539767,CUST101587,601.77,Withdrawal,2024-09-04 10:31:00,Grocery,Ahmedabad,POS Terminal,24220.02,Success,0
TXN603962,CUST102925,2445.35,Online Payment,2024-09-04 10:33:00,Electronics,Jaipur,Mobile App,100860.33,Success,0
TXN526340,CUST101016,912.31,Debit,2024-09-04 10:37:00,Entertainment,Jaipur,Web Browser,41941.48,Success,0
TXN556170,CUST100326,3700.56,Debit,2024-09-04 10:43:00,Electronics,Chandigarh,Web Browser,28637.22,Success,0
TXN604894,CUST101219,360.39,Debit,2024-09-04 10:43:00,Restaurant,Mumbai,Mobile App,50845.24,Success,0
TXN585720,CUST102781,1442.65,Deposit,2024-09-04 10:46:00,Fuel,Delhi,POS Terminal,9460.76,Success,0
TXN568408,CUST101713,895.94,Online Payment,2024-09-04 10:46:00,Utilities,Kochi,Web Browser,39309.57,Success,0
TXN522644,CUST101678,585.19,Debit,2024-09-04 10:51:00,ATM Withdrawal,Kochi,ATM,213778.22,Success,0
TXN604126,CUST100332,5165.6,Credit,2024-09-04 10:52:00,Electronics,Jaipur,Web Browser,54055.09,Success,0
TXN567143,CUST102187,1038.0,Debit,2024-09-04 10:52:00,Fuel,Ahmedabad,Web Browser,36771.12,Success,0
TXN512400,CUST100829,477.05,Transfer,2024-09-04 10:53:00,Entertainment,Chennai,Mobile App,46748.71,Success,0
TXN580777,CUST100661,4286.18,Debit,2024-09-04 10:54:00,Healthcare,Kochi,Web Browser,34479.95,Success,0
TXN502170,CUST100006,468.09,Debit,2024-09-04 10:56:00,Restaurant,Lucknow,Mobile App,23167.3,Success,0
TXN553194,CUST100230,2138.11,Transfer,2024-09-04 11:02:00,Electronics,Delhi,Web Browser,68554.42,Success,0
TXN600379,CUST100040,458.36,Withdrawal,2024-09-04 11:06:00,Entertainment,Kolkata,Web Browser,15082.35,Success,0
TXN502985,CUST100974,2040.38,Debit,2024-09-04 11:07:00,Travel,Hyderabad,Mobile App,15181.77,Success,0
TXN606992,CUST102785,3442.51,Transfer,2024-09-04 11:07:00,Online Shopping,Jaipur,Mobile App,96091.21,Success,0
